StopID;StopText
289;Grasbergergasse
290;Hofmannsthalgasse
291;Stubentor U
292;Petrusgasse
293;St. Marx S
294;Rabengasse
295;Eslarngasse
296;Rochusgasse U
297;Rochusgasse U
298;Weyrgasse
299;Raxstraße, Rudolfshügelgasse
300;Gudrunstraße
301;Columbusplatz
302;Hauptbahnhof S U
303;Quartier Belvedere S
304;Fasangasse
305;Kölblgasse
306;Rennweg S
307;Neulinggasse
308;Sechskrügelgasse
309;Praterstern
310;Franzensbrücke
311;Praterstern S U
312;Rueppgasse
313;Taborstraße
314;Am Tabor
315;Rebhanngasse
316;Innstraße
317;Traisengasse S
318;Dresdner Straße U
319;Höchstädtplatz
320;Friedrich-Engels-Platz
321;Friedrich-Engels-Platz
322;Höchstädtplatz
323;Dresdner Straße U
324;Traisengasse S
325;Innstraße
326;Rebhanngasse
327;Am Tabor
328;Heinestraße, Taborstraße
329;Rueppgasse
330;Mühlfeldgasse
332;Franzensbrücke
333;Radetzkyplatz
334;Sechskrügelgasse
335;Neulinggasse
336;Rennweg S
337;Kölblgasse
338;Weyrgasse
339;Quartier Belvedere S
340;Hauptbahnhof S U
341;Columbusplatz
342;Gudrunstraße
343;Quellenplatz
344;Oberzellergasse
345;Praterstern S U
346;Nordbahnstraße
347;Am Tabor
348;Nordwestbahnstraße
349;Rauscherstraße
350;Wallensteinplatz
351;Klosterneuburger Str. / Wallensteinstraße
352;Friedensbrücke U
353;Franz-Josefs-Bahnhof S
354;Nußdorfer Straße
355;Lazarettgasse
356;Lange Gasse
357;Laudongasse
358;Florianigasse
359;Albertgasse
360;Lerchenfelder Straße
361;Burggasse
362;Westbahnstraße
363;Stollgasse
364;Mariahilfer Straße / Kaiserstraße
365;Josefstädter Straße U
366;Neustiftgasse
367;Neustiftgasse
368;Westbahnhof (Bed.-HS)
369;Simmeringer Haide
370;Westbahnhof S U
373;Stollgasse
374;Westbahnstraße
375;Burggasse
376;Lerchenfelder Straße
377;Blindengasse
378;Florianigasse
379;Laudongasse
380;Lange Gasse
381;Lazarettgasse
382;Spitalgasse
383;Nußdorfer Straße / Alserbachstraße
384;Franz-Josefs-Bahnhof S
385;Friedensbrücke U
386;Klosterneuburger Str. / Wallensteinstraße
387;Wallensteinplatz
388;Rauscherstraße
389;Nordwestbahnstraße
390;Am Tabor
391;Nordbahnstraße
392;Mühlfeldgasse
396;Gumpendorfer Straße U
397;Margaretengürtel U
398;Arbeitergasse, Gürtel
399;Eichenstraße
400;Matzleinsdorfer Platz S
401;Knöllgasse
402;Neilreichgasse
403;Quellenplatz
404;Reumannplatz U
405;Gellertplatz
406;Schrankenberggasse
407;Bernhardtstalgasse
408;Geiereckstraße
409;Geiselbergstraße S
410;Polkorabplatz
411;Bernhardtstalgasse
412;Enkplatz U, Grillgasse
413;Abstellplatz Hlst. 69A (Umleitung)
414;Abstellplatz 13A Südtiroler Platz (Umleitung)
415;Polkorabplatz
416;Geiselbergstraße S
418;Geiereckstraße
419;Schemmerlstraße, Unterfeld
420;Schrankenberggasse
421;Gellertplatz
422;Reumannplatz U
423;Quellenplatz
424;Neilreichgasse
425;Knöllgasse
426;Matzleinsdorfer Platz S
427;Eichenstraße
428;Arbeitergasse, Gürtel
429;Margaretengürtel U
430;Gumpendorfer Straße U
432;Franz-Eder-Weg
433;1. Haidequerstraße Mitte
434;Kopalgasse
435;Enkplatz U, Grillgasse
436;Rappachgasse
437;Simoningplatz
438;Haidestraße S
439;1. Haidequerstraße Süd
440;Kraftwerk Simmering
442;Kraftwerk Simmering
443;Oriongasse
444;Simmeringer Haide
445;Oriongasse
446;Simoningplatz
447;Rappachgasse
448;Krausegasse
449;1. Haidequerstraße Süd
455;Michelbeuern U AKH
458;Josefstädter Straße U
460;Burggasse, Stadthalle U
461;Burggasse, Stadthalle U
462;Urban-Loritz-Platz
464;Westbahnhof S U
470;Bahnhof Meidling S U
471;Dörfelstraße
472;Haidestraße S
473;Haidestraße S
474;Haidestraße S
475;Murlingengasse
476;Dörfelstraße
477;Bahnhof Meidling S U
481;Mariahilfer Gürtel
482;Mariahilfer Gürtel
483;Westbahnhof S U
484;Westbahnhof S U
485;Urban-Loritz-Platz
493;Währinger Straße, Volksoper U
497;Nußdorfer Straße U
500;Bhf. Meidling S U
503;Sagedergasse
504;Am Schöpfwerk
505;Lichtensterngasse
506;Nauheimergasse
508;Burggasse, Stadthalle U
509;Haidestraße S
510;Franz-Eder-Weg
511;Zanaschkagasse
512;Lichtensterngasse
513;Am Schöpfwerk
514;Khleslplatz
516;Wallrißstraße
517;Wienerbergbrücke
518;Bhf. Meidling S U
519;Otto-Probst-Platz
520;Gutheil-Schoder-Gasse
521;Gersthof S
522;Simonygasse
523;Sommarugagasse
524;Vinzenzgasse
525;Blumengasse
526;Elterleinplatz
527;Inzersdorf,  Kirchenplatz
528;Mayssengasse
529;Neusteinhof
530;Feßtgasse
531;Panikengasse
532;Camillo-Sitte-Gasse
533;Guntherstraße
534;Schweglerstraße
535;Urban-Loritz-Platz
538;Computerstraße
539;Gutheil-Schoder-Gasse
540;Zanaschkagasse
541;Urban-Loritz-Platz
542;Inzersdorf, Kirchenplatz
543;Guntherstraße
544;Camillo-Sitte-Gasse
545;Panikengasse
546;Feßtgasse
547;Johann-Nepomuk-Berger-Platz
548;Johann-Nepomuk-Berger-Platz
549;Rosensteingasse
550;Elterleinplatz
551;Blumengasse
552;Vinzenzgasse
553;Sommarugagasse
554;Simonygasse
555;Frauengasse
556;Johann-Nepomuk-Berger-Platz
557;Nauheimergasse
558;Jungbauerweg
559;Kendlerstraße U
560;Dornbach
561;Liebknechtgasse
562;Sandleitengasse
563;Maroltingergasse
564;Rankgasse
565;Joachimsthalerplatz
566;Gutraterplatz
567;Laurentiusplatz
568;Hütteldorfer Straße U
569;Märzstraße
570;Linzer Straße, Reinlgasse
571;Johnstraße, Linzer Straße
572;Schloss Schönbrunn
573;Hietzing U
574;Hietzing U
575;Kendlerstraße U
576;Schloss Schönbrunn
577;Penzinger Straße
578;Johnstraße, Linzer Straße
579;Linzer Straße, Reinlgasse
580;Märzstraße
581;Hütteldorfer Straße U
582;Laurentiusplatz
583;Gutraterplatz
584;Joachimsthalerplatz
585;Rankgasse
586;Maroltingergasse
587;Sandleitengasse
588;Liebknechtgasse
590;Friedrich-Engels-Platz
591;Handelskai S U
592;Allerheiligengasse
593;Engerthstraße / Traisengasse
594;Innstraße
595;Holubstraße
596;Walcherstraße
597;Vorgartenstraße U
598;Hillerstraße
600;Elderschplatz
601;Offenbachgasse
602;Stella-Klein-Löw-Weg
603;Meiereistraße
604;Stadion
605;Marathonweg
606;Praterbrücke
607;Stadlauer Brücke
608;Aignerstraße
609;Leystraße
610;Stadlauer Brücke
611;Praterbrücke
612;Marathonweg
613;Stadion
614;Stadion
615;Pensionistenwohnhaus Prater
616;Sturgasse
617;Engerthstraße, Traisengasse
618;Hillerstraße
619;Walcherstraße
620;Holubstraße
621;Innstraße
622;Engerthstraße, Traisengasse
623;Allerheiligengasse
624;Handelskai S U
625;Friedrich-Engels-Platz
626;Leystraße
627;Aignerstraße
628;Burggasse, Stadthalle U
629;Griegstraße
631;Gadnergasse
633;Dietmayrgasse
634;Gürtelbrücke
635;Glatzgasse
636;Nordbrücke
637;Am Spitz
638;Am Spitz
639;Nordbrücke
640;Nußdorfer Straße U
641;Glatzgasse
642;Gürtelbrücke
643;Dietmayrgasse
645;Lassallestraße U
646;
647;
648;Lassallestraße
649;Vorgartenstraße U
650;Pensionsversicherungsanstalt
651;Pfenninggeldgasse
652;Possingergasse
653;Schuhmeierplatz
654;Familienplatz
656;Wilhelminenstraße
657;Albrechtskreithgasse
658;Donaumarina
659;Donaumarina U
660;Alser Straße, Skodagasse
661;Laudongasse
662;Lederergasse
663;Strozzigasse
664;Neubaugasse / Burggasse
665;Neubaugasse / Westbahnstraße
666;Neubaugasse U
667;Griegstraße
668;Haus des Meeres
669;Pilgramgasse U
670;Margaretenplatz, Schönbrunner Straße
671;Ziegelofengasse
672;Leibenfrostgasse
673;Johann-Strauß-Gasse
674;Rainergasse
675;Belvederegasse
676;Kolschitzkygasse
677;Forsthausgasse
678;Dr.-Adolf-Schärf-Heim
679;Bahnhof Heiligenstadt S U
680;Dr.-Adolf-Schärf-Heim
681;Forsthausgasse
682;Esterhazygasse
683;Edmund-Reim-Gasse
684;Rothenburgstraße
685;Hetzendorf S
686;Eckartsaugasse
687;Pilgramgasse U
688;Neubaugasse U
689;Leibnizgasse
690;Südbahnhof S
691;Mommsengasse
692;Argentinierstraße
693;Kolschitzkygasse
694;Rainergasse
695;Johann-Strauß-Gasse
696;Leibenfrostgasse
697;Ziegelofengasse
698;Margaretenplatz, Schönbrunner Straße
699;Pilgramgasse U
700;Arsenal
701;Inzersdorfer Straße / Bernhardtstalgasse
702;Neubaugasse U
703;Kirchengasse
704;Siebensterngasse
705;Kellermanngasse
706;Piaristengasse
707;Theater in der Josefstadt
708;Laudongasse
709;Fernkorngasse
710;Unfallkrankenhaus Meidling
711;Klinik Favoriten
712;Davidgasse / Knöllgasse
713;Belgradplatz
714;Herzgasse
715;Arthaberplatz
716;Reumannplatz
717;Arthaberplatz
718;Herzgasse
719;Belgradplatz
720;Davidgasse / Knöllgasse
721;Klinik Favoriten
722;Bischoffgasse
723;Schönbrunn U
724;Schönbrunn U
725;Schloss Schönbrunn
726;Wilhelm-Kreß-Platz
727;Pretschgasse
728;Geiselbergstraße S
729;Südtiroler Platz S U
730;Südbahnhof S
731;Am Kanal
732;Lilienthalgasse
733;Gräßlplatz
734;Mitterfeldgasse
735;Hasenleitengasse
736;Schemmerlstraße
737;Mitterfeldgasse
738;Am Kanal
739;Geiselbergstraße S
740;Lilienthalgasse
742;Hüttenbrennergasse
743;Am Kanal, Hasenleitengasse
744;Gattergasse
745;Pretschgasse
746;Wilhelm-Kreß-Platz
748;Keplerplatz U
749;Scalagasse
750;Gattergasse
751;Pilgramgasse U
752;Am Kanal, Hasenleitengasse
753;Reinprechtsdorfer Brücke
754;Reinprechtsdorfer Straße / Arbeitergasse
755;Fendigasse
756;Matzleinsdorfer Platz S
757;Evangelischer Friedhof
758;Sonnleithnergasse
759;Erlachplatz
760;Wielandplatz
761;Laxenburger Straße / Gudrunstraße
762;Keplerplatz U
763;Scalagasse
764;Reumannplatz U
765;Laxenburger Straße / Gudrunstraße
766;Erlachplatz
767;Sonnleithnergasse
768;Matzleinsdorfer Platz S
769;Fendigasse
770;Reinprechtsdorfer Straße / Arbeitergasse
771;Reinprechtsdorfer Brücke
772;Bezirksamt Margareten
773;Esterhazygasse
774;Boschstraße, Halteraugasse
775;Kahlenberg
776;Elisabethwiese
777;Leopoldsberg
778;Elisabethwiese
779;Eibesbrunnergasse
780;Am Europlatz
781;Eibesbrunnergasse
782;Gesundheitszentrum Süd
783;Altdorferstraße
784;Stefan-Fadinger-Platz
785;Gußriegelstraße
786;Raxstraße / Rudolfshügelgasse
787;Laxenburger Straße / Raxstraße
788;Daumegasse
789;Altes Landgut U
790;Wienerbergbrücke
791;Neulandschule
792;Florian-Geyer-Gasse
793;Siedlung Südost
794;Langsulzgasse
795;Männertreugasse
796;Max-Mauermann-Gasse
797;Grillgasse S
798;Am Kanal
799;Enkplatz U, Grillgasse
800;Am Kanal
801;Himmelstraße
802;Siedlung Südost
803;Florian-Geyer-Gasse
804;Neulandschule
805;Kreilplatz
806;Altes Landgut U
807;Am Europlatz
808;Daumegasse
809;Laxenburger Straße / Raxstraße
810;Raxstraße / Rudolfshügelgasse
811;Gußriegelstraße
812;Stefan-Fadinger-Platz
813;Clemens-Holzmeister-Straße
814;Gesundheitszentrum Süd
815;Eibesbrunnergasse
816;Grillgasse S
817;Max-Mauermann-Gasse
818;Männertreugasse
819;Langsulzgasse
820;Lorystraße
821;Swatoschgasse
822;Swatoschgasse
823;Kastanienallee
824;Oberer Reisenbergweg
825;Oberer Reisenbergweg
826;Bahnhof Heiligenstadt S U
827;Grinzinger Straße
828;Fernsprechamt Heiligenstadt, Pfarrpl.
829;Armbrustergasse
830;Neugebauerweg
831;Kliebergasse
832;Blechturmgasse
833;Hauptbahnhof S U
834;Heinrich-Drimmel-Platz
835;Wildgansplatz
836;Baumgasse
837;Schlachthausgasse U
838;Donauzentrum
839;Bretschneidergasse
841;Schlachthausgasse U
842;Erdbergstraße
843;Baumgasse
844;Wildgansplatz
845;Heinrich-Drimmel-Platz
846;Fasangasse
847;Hauptbahnhof S U
848;Blechturmgasse
849;Kliebergasse
850;Bretschneidergasse
851;Matzleinsdorfer Platz S
852;Schloss Schönbrunn
853;Neugebauerweg
854;Armbrustergasse
855;Grinzing
856;Cobenzlgasse
857;Wagenwiese
858;Fernsprechamt Heiligenstadt, Pfarrpl.
859;Cobenzl-Parkplatz
860;Johnstraße
861;Krapfenwaldgasse
862;Sulzwiese
863;Feuerwache Grinzing
864;Feuerwache Grinzing
865;Kahlenberg
866;Sulzwiese
867;Krapfenwaldgasse
868;Schemmelstraße
869;Cobenzl-Parkplatz
870;Grinzinger Straße
871;Wagenwiese
872;Cobenzlgasse
873;Grinzing
874;Rennbahnweg
875;Seebaldgasse
876;Julius-Ficker-Straße
877;Gitlbauergasse
879;Linzer Straße
880;Kagran U
881;Kagran U
882;Märzstraße
883;Siebeckstraße
884;Steigenteschgasse
885;Kagraner Platz U
886;Kagraner Friedhof
887;Leopoldau S U
888;Gitlbauergasse
889;Julius-Ficker-Straße
890;Kagraner Friedhof
891;Kagraner Platz
892;Steigenteschgasse
893;Siebeckstraße
894;Kagraner Brücke
895;Akkonplatz
897;Schmelz, Gablenzgasse
898;Johnstraße, Schuselkagasse
899;Sebaldgasse
900;Johnstraße U
901;Märzstraße
902;Linzer Straße
903;Markomannenstraße
904;Gewerbepark Kagran
905;Breitenlee, Spargelfeldstraße
906;Breitenlee, Ziegelhofstraße
907;Breitenlee, Ort
908;Agrarweg
909;Neueßling
910;Breitenlee, Friedhof
911;Ludwig-Reindl-Gasse
912;Breitenlee, Ziegelhofstraße
913;Kalmusweg
914;Neueßling
915;Agrarweg
916;Breitenlee, Ort
917;Tierquartier
918;Breitenlee, Spargelfeldstraße
919;Gewerbepark Kagran
920;Markomannenstraße
921;Breitenlee, Friedhof
922;Ludwig-Reindl-Gasse
923;Kagraner Platz U
924;Breitenlee, Arnikaweg
925;Thujagasse
926;Speierlinggasse
927;Invalidensiedlung
928;Speierlinggasse
929;Thujagasse
930;Algenweg
931;Huflattichweg
932;Daphneweg
933;Maculangasse / Wagramer Straße
934;Spitzweg
935;Sommerweg
936;Percostraße
937;Wagramer Straße, Ostbahn
938;Badeteich Süßenbrunn
939;Bettelheimstraße
940;Süßenbrunner Platz
941;Breitenlee, Arnikaweg
942;Hasenleiten, Industriegebiet
943;Bettelheimstraße
944;Neuhaufenstraße
945;Badeteich Süßenbrunn
946;Wagramer Straße, Ostbahn
947;Percostraße
948;Sommerweg
949;Spitzweg
951;Campingplatzweg
952;Anton-Sattler-Gasse
953;Anton-Sattler-Gasse
956;Doningasse
957;Melangasse
958;Zehdengasse
959;Agavenweg
960;Schlachthausgasse U
961;Praterbrücke
962;Mühlwasserstraße
963;Neuhaufenstraße
966;Konstanziagasse
967;Erzherzog-Karl-Straße S
968;Konstanziagasse
969;Hartlebengasse
970;Zschokkegasse
973;Deinleingasse, Schule
974;Mühlwasserstraße
975;Praterbrücke
976;Rennbahnweg
977;Agavenweg
978;Strebersdorf, Edmund-Hawranek-Platz
979;Strebersdorfer Platz
980;Tierquartier
981;Bernreiterplatz
982;Mitterhofergasse
983;Großjedlersdorf,  Jochbergengasse
984;Ödenburger Straße, Schulzentrum
985;Ödenburger Straße, Schulzentrum
986;Großjedlersdorf,  Jochbergengasse
987;Steinamangergasse
988;Steinamangergasse
989;Anton-Böck-Gasse
990;Carabelligasse
991;Sebaldgasse
992;Sebaldgasse
993;Schwanngasse
994;Marco-Polo-Promenade
995;Zehdengasse
996;Melangasse
997;Doningasse
998;Kagraner Platz U
999;Campingplatzweg
1000;Schwedenplatz U
1001;Karmeliterplatz
1002;Taborstraße U
1003;Heinestraße, Taborstraße
1004;Seefeldergasse
1005;Arminenstraße
1006;Donaustadtstraße
1007;Erzherzog-Karl-Straße S
1008;Konstanziagasse
1009;Langobardenstraße
1010;Hardeggasse
1011;Donauspital U
1012;Hardeggasse
1013;Langobardenstraße
1014;Seefeldergasse
1015;Erzherzog-Karl-Straße S
1016;Donaustadtstraße
1017;Arminenstraße
1018;Kagraner Brücke
1019;Taborstraße U
1020;Karmeliterplatz
1021;Donauspital U
1022;Marienbrücke
1023;Polgarstraße
1024;Aspernstraße U
1025;Aspernstraße, Oberdorfstraße
1026;Siegesplatz
1027;Lohwaggasse
1028;Saltenstraße
1029;Flugfeldstraße
1030;Lannesstraße
1031;Kirschenallee
1032;Eßling, Schule
1033;Podlahagasse
1034;Englisch-Feld-Gasse
1035;Groß-Enzersdorf, Stadtmauer
1036;Groß-Enzersdorf
1037;Eßling, Stadtgrenze
1038;Eßling, Stadtgrenze
1039;Heinrich-von-Buol-Gasse
1040;Polgarstraße
1041;Groß-Enzersdorf, Stadtmauer
1042;Englisch-Feld-Gasse
1043;Podlahagasse
1044;Eßling, Schule
1045;Kirschenallee
1046;Lannesstraße
1047;Flugfeldstraße
1048;Saltenstraße
1049;Lohwaggasse
1050;Siegesplatz
1051;Aspernstraße, Oberdorfstraße
1052;Aspernstraße U
1053;Zschokkegasse
1054;Hartlebengasse
1055;Konstanziagasse
1056;St.-Michael-Gasse
1057;St.-Michael-Gasse
1058;Sorgenthalgasse
1059;Heinrich-von-Buol-Gasse
1060;Dunantgasse
1061;Bunsengasse
1062;Koloniestraße
1063;Lorystraße
1064;Haspingerplatz
1065;Eugen-Bormann-Gasse
1067;Kagraner Platz
1068;Afritschgasse
1069;Pogrelzstraße
1070;Hirschstetten, Ort
1071;Hirschstetten S
1072;Amongasse
1073;Haschafeld
1074;Gotthelfgasse
1075;Gotthelfgasse
1076;Großfeldsiedlung U
1077;Siemensstraße, Heinrich-von-Buol-Gasse
1078;Hirschstetten, Süßenbrunner Straße
1079;Hirschstetten, Süßenbrunner Straße
1080;Aspern, Zachgasse
1081;Felmayergasse
1083;Amongasse
1084;Hirschstetten S
1085;Hirschstetten, Ort
1086;Pogrelzstraße
1087;Afritschgasse
1088;Trillergasse
1089;Jedlersdorf S
1090;Lokomotivgasse
1091;Koloniestraße
1092;Hopfengasse
1093;Obergfellplatz
1094;Anton-Störck-Gasse
1095;Jedlesee, Bellgasse
1096;Richard-Neutra-Gasse
1097;Hertha-Kräftner-Gasse
1098;Hertha-Kräftner-Gasse
1099;Richard-Neutra-Gasse
1100;Großfeldsiedlung U
1101;Dopschstraße
1102;Adolf-Loos-Gasse
1103;Leopoldau S U
1104;Bubergasse
1105;Oswald-Redlich-Straße
1106;Kürschnergasse
1107;Moritz-Dreger-Gasse
1108;Langfeldgasse
1109;Dopschstraße
1110;Sankt-Michael-Gasse
1111;Leopoldauer Platz
1112;Eipeldauer Straße
1113;Serpentingasse
1114;Edelsteingasse
1115;Töllergasse
1116;Hawlicekgasse
1117;Sebastian-Kohl-Gasse
1118;Patrizigasse
1119;Kefedergrundgasse
1120;Floridsdorf S U
1121;Pulkaugasse
1122;Mitterhofergasse
1123;Leopoldauer Straße
1124;Bubergasse
1125;Floridsdorf S U
1126;Kefedergrundgasse
1127;Patrizigasse
1128;Sebastian-Kohl-Gasse
1129;Hawlicekgasse
1130;Töllergasse
1131;Edelsteingasse
1132;Serpentingasse
1133;Eipeldauer Straße
1134;Leopoldauer Platz
1135;Sankt-Michael-Gasse
1136;Dopschstraße
1137;Moritz-Dreger-Gasse
1138;Kürschnergasse
1139;Oswald-Redlich-Straße
1140;Doderergasse
1141;Uhlirzgasse
1142;Leopoldau S U
1143;Adolf-Loos-Gasse
1144;Langfeldgasse
1145;Ruthnergasse
1146;Scottgasse
1147;Justgasse
1148;Skraupstraße
1149;Berzeliusgasse
1150;Großjedlersdorf
1152;Schippergasse
1153;Kollarzgasse
1154;Allissen
1155;Grellgasse
1156;Draugasse
1157;Dahliengasse
1158;Illgasse
1159;Achengasse
1160;Lavantgasse, Schule
1161;Lavantgasse
1162;Iselgasse
1163;Pulkaugasse
1164;Leopoldau S U
1165;Lafnitzgasse
1166;Pulkaugasse
1167;Kainachgasse
1168;Achengasse
1169;Illgasse
1170;Dahliengasse
1171;Draugasse
1172;Grellgasse
1173;Allissen
1174;Kollarzgasse
1175;Schippergasse
1177;Großjedlersdorf
1178;Skraupstraße
1179;Berzeliusgasse
1180;Bernreiterplatz
1181;Ratzenhofergasse
1182;Ratzenhofergasse
1183;Strebersdorfer Platz
1184;Egon-Friedell-Gasse
1185;Obkirchergasse
1186;Sauerburggasse
1187;Daringergasse
1188;Bellevuestraße
1189;Karthäuserstraße
1190;Wexstraße
1191;Sievering
1192;Sievering
1193;Obkirchergasse
1194;Karthäuserstraße
1195;Bellevuestraße
1196;Daringergasse
1197;Sauerburggasse
1198;Gürtelbrücke
1199;Jägerstraße U
1201;Gürtelbrücke
1202;Döblinger Steg
1203;Heiligenstädter Brücke
1204;Muthgasse
1205;Geistingergasse
1206;Bahnhof Heiligenstadt S U
1207;Bahnhof Heiligenstadt S U
1208;Mooslackengasse
1209;
1210;Heiligenstädter Brücke
1211;Döblinger Steg
1212;Schottentor U
1213;Schwarzspanierstraße
1214;Hardtgasse
